date,channel,campaign,impressions,clicks,sessions,spend
2026-06-10,Organic Search,SEO Comparison,1594,51,51,0.0
2026-06-23,Google Ads,Competitor Search,358,16,14,49.93
2025-11-13,Google Ads,Competitor Search,357,17,15,48.89
2026-05-24,LinkedIn Ads,SMB Growth,790,5,4,31.05
2026-03-26,Meta Ads,Awareness Video,9509,118,106,61.98
2026-02-23,Meta Ads,Lead Magnet,5225,58,54,41.22
2026-05-09,Organic Search,SEO Guides,2969,95,95,0.0
2026-02-17,Meta Ads,Retargeting,1811,23,20,21.03
2026-05-31,LinkedIn Ads,Decision Makers,879,6,5,43.8
2026-03-11,Google Ads,High Intent Search,813,42,39,97.86
2026-04-14,Referral,Customer Referral,12,12,12,0.0
2025-12-24,Google Ads,Competitor Search,228,9,8,25.42
2025-12-31,Google Ads,Competitor Search,206,8,7,24.2
2026-03-04,Email,Lead Nurture,632,24,24,6.5
2025-12-30,Organic Search,SEO Guides,2188,70,70,0.0
2025-12-26,LinkedIn Ads,Decision Makers,960,6,5,39.68
2026-03-06,Email,Lead Nurture,474,18,18,6.5
2026-05-16,Meta Ads,Awareness Video,6868,94,83,54.65
2026-04-24,LinkedIn Ads,Decision Makers,1546,9,8,66.76
2025-11-01,Meta Ads,Awareness Video,5040,58,54,37.37
2026-06-05,Email,Newsletter,816,31,31,6.5
2026-05-04,Direct,Returning Visitors,62,62,62,0.0
2025-12-08,Direct,Brand Direct,96,96,96,0.0
2025-11-20,Google ads,Competitor Search,337,14,12,45.62
2026-05-27,Organic Search,SEO Guides,4406,141,141,0.0
2026-06-20,LinkedIn Ads,SMB Growth,382,3,3,20.09
2026-03-03,Organic Search,SEO Product Pages,4375,140,140,0.0
2025-12-09,Google Ads,High Intent Search,713,31,29,71.94
2026-06-15,Referral,Partner Network,12,12,12,15.51
2026-04-09,Email,Newsletter,1053,40,40,6.5
2026-03-07,Direct,Demo Page Direct,19,19,19,0.0
2025-11-08,Organic Search,SEO Product Pages,2781,89,89,0.0
2026-06-07,Meta Ads,Lead Magnet,4226,41,37,28.96
2026-01-31,Email,Lead Nurture,500,19,19,6.5
2026-05-20,Google Ads,Restaurant Operations,592,23,20,49.64
2025-11-01,Organic Search,SEO Guides,2375,76,76,0.0
2026-01-11,Referral,Customer Referral,8,8,8,0.0
2026-05-13,Referral,Partner Network,24,24,24,17.12
2026-06-28,Email,Reactivation,263,10,10,6.5
2026-05-09,Organic Search,SEO Product Pages,3656,117,117,0.0
2026-03-13,Direct,Returning Visitors,59,59,59,0.0
2026-01-16,LinkedIn Ads,Decision Makers,1174,8,7,58.75
2026-02-03,Referral,Partner Network,20,20,20,13.91
2026-03-05,Meta Ads,Retargeting,2367,30,28,22.74
2026-05-05,Referral,Customer Referral,21,21,21,0.0
2025-12-13,Direct,Returning Visitors,41,41,41,0.0
2026-01-04,Direct,Demo Page Direct,20,20,20,0.0
2026-05-25,Email,Lead Nurture,711,27,27,6.5
2025-12-03,Direct,Returning Visitors,50,50,50,0.0
2026-01-15,Direct,Brand Direct,107,107,107,0.0
2026-05-24,Organic Search,SEO Guides,3281,105,105,0.0
2025-11-26,Google Ads,Restaurant Operations,455,22,19,50.55
2026-03-15,Google Ads,Restaurant Operations,311,13,12,26.04
2025-12-11,Referral,Partner Network,23,23,23,14.15
2025-12-21,Google Ads,High Intent Search,685,30,27,67.84
2026-03-20,Meta Ads,Awareness Video,9187,96,88,59.19
2026-03-07,Referral,Partner Network,9,9,9,12.29
2026-02-15,Direct,Brand Direct,83,83,83,0.0
2025-11-14,LinkedIn Ads,Decision Makers,1018,8,8,55.61
2026-05-31,Referral,Partner Network,17,17,17,12.47
2026-01-19,Organic Search,SEO Product Pages,4125,132,132,0.0
2026-04-11,Organic Search,SEO Comparison,969,31,31,0.0
2026-01-20,Direct,Returning Visitors,54,54,54,0.0
2026-03-29,Referral,Industry Events,10,10,10,0.0
2026-05-29,Google Ads,Restaurant Operations,546,22,20,49.97
2026-05-31,Referral,Customer Referral,14,14,14,0.0
2025-12-19,Organic Search,SEO Guides,3844,123,123,0.0
2026-03-26,Referral,Customer Referral,11,11,11,0.0
2025-11-22,Meta Ads,Awareness Video,6182,83,78,49.61
2026-06-09,Referral,Industry Events,9,9,9,0.0
2025-11-30,Direct,Brand Direct,71,71,71,0.0
2026-06-03,Direct,Brand Direct,113,113,113,0.0
2025-12-02,Google Ads,High Intent Search,786,35,31,85.29
2026-03-26,LinkedIn Ads,Operations Leaders,743,6,5,41.63
2025-11-24,Meta Ads,Lead Magnet,3403,40,35,30.71
2026-06-19,Direct,Demo Page Direct,27,27,27,0.0
2026-04-16,Meta Ads,Awareness Video,10678,124,108,71.57
2025-11-29,LinkedIn Ads,Decision Makers,531,4,4,34.36
2026-03-28,Email,Newsletter,526,20,20,6.5
2026-03-19,Meta Ads,Lead Magnet,4162,49,45,32.87
2026-05-30,Email,Lead Nurture,579,22,22,6.5
2026-01-23,google ads,Restaurant Operations,389,20,18,44.79
2026-06-03,Referral,Industry Events,8,8,8,0.0
2026-02-21,Referral,Industry Events,5,5,5,0.0
2026-04-13,Email,Newsletter,605,23,23,-6.5
2026-05-24,Meta Ads,Retargeting,1681,18,16,16.09
2026-01-01,Referral,Customer Referral,8,8,8,0.0
2025-12-01,Direct,Returning Visitors,35,35,35,0.0
2026-03-24,Google Ads,High Intent Search,867,43,37,100.62
2025-12-23,Direct,Demo Page Direct,19,19,19,0.0
2026-03-23,Meta Ads,Awareness Video,9553,102,88,54.27
2026-06-04,Direct,Brand Direct,103,103,103,0.0
2025-11-18,Direct,Brand Direct,100,100,100,0.0
2026-03-08,Referral,Industry Events,8,8,8,0.0
2025-12-01,Email,Newsletter,737,28,28,6.5
2026-05-08,LinkedIn Ads,Operations Leaders,1027,7,6,46.29
2026-02-21,LinkedIn Ads,Operations Leaders,702,5,5,32.7
2026-06-27,LinkedIn Ads,SMB Growth,730,5,4,27.03
2026-02-01,Email,Lead Nurture,474,18,18,6.5
2025-12-31,Direct,Returning Visitors,40,40,40,0.0
2026-06-15,LinkedIn Ads,Decision Makers,1224,10,9,77.8
2026-06-17,Email,Newsletter,921,35,35,6.5
2026-03-14,Referral,Partner Network,10,10,10,9.2
2026-06-24,LinkedIn Ads,Decision Makers,1914,12,11,81.99
2026-03-20,Referral,Industry Events,15,15,15,0.0
2026-05-12,Google Ads,Competitor Search,482,24,22,70.18
2025-11-01,Google Ads,High Intent Search,671,29,26,67.8
2026-05-28,Email,Newsletter,868,33,33,6.5
2026-03-28,Organic Search,SEO Guides,3281,105,105,0.0
2026-03-28,Google Ads,Restaurant Operations,563,21,18,39.74
2026-06-05,LinkedIn Ads,Operations Leaders,859,6,5,41.86
2026-04-10,Organic Search,SEO Comparison,1906,61,61,0.0
2026-05-30,Meta Ads,Retargeting,1663,17,16,17.7
2026-05-14,LinkedIn Ads,Operations Leaders,922,6,6,38.74
2025-12-27,Organic Search,SEO Guides,1812,58,58,0.0
2026-06-22,Direct,Demo Page Direct,31,31,31,0.0
2026-01-11,LinkedIn Ads,Decision Makers,905,6,5,42.71
2026-04-13,Referral,Partner Network,20,20,20,16.75
2026-03-29,Google Ads,Competitor Search,237,12,11,39.9
2026-01-04,Meta Ads,Awareness Video,5606,72,67,45.33
2026-03-06,Direct,Returning Visitors,45,45,45,0.0
2026-04-06,Direct,Brand Direct,105,105,105,0.0
2026-02-18,Direct,Brand Direct,105,105,105,0.0
2026-06-23,Organic Search,SEO Product Pages,4312,138,138,0.0
2025-11-07,LinkedIn Ads,Decision Makers,803,6,5,48.64
2025-12-24,Direct,Returning Visitors,25,25,25,0.0
2026-06-23,Meta Ads,Retargeting,2105,25,22,22.91
2026-03-04,Meta Ads,Lead Magnet,3412,42,37,29.15
2026-03-30,Email,Reactivation,316,12,12,6.5
2025-12-28,Referral,Customer Referral,4,4,4,0.0
2025-11-04,Direct,Brand Direct,98,98,98,0.0
2026-06-01,Direct,Returning Visitors,55,55,55,0.0
2026-01-28,Direct,Returning Visitors,47,47,47,0.0
2025-12-22,Meta Ads,Lead Magnet,2164,25,23,16.78
2025-12-21,Direct,Demo Page Direct,20,20,20,0.0
2025-12-12,LinkedIn Ads,Decision Makers,1355,9,8,67.95
2025-12-07,Referral,Partner Network,14,14,14,10.7
2026-02-24,Email,Reactivation,395,15,15,6.5
2026-05-08,Organic Search,SEO Comparison,2000,64,64,0.0
2025-11-05,Meta Ads,Awareness Video,8618,89,78,55.38
2025-11-28,meta ads,Lead Magnet,3225,39,35,28.18
2026-03-22,Organic Search,SEO Comparison,1344,43,43,0.0
2026-03-27,Linkedin Ads,SMB Growth,953,7,6,38.82
2026-06-08,Organic Search,SEO Product Pages,4531,145,145,0.0
2025-12-21,Organic Search,SEO Guides,2156,69,69,0.0
2026-02-28,LinkedIn Ads,Operations Leaders,560,4,4,30.47
2026-04-18,Email,Lead Nurture,632,24,24,6.5
2025-12-20,Google Ads,Restaurant Operations,376,17,16,34.55
2026-02-26,LinkedIn Ads,SMB Growth,788,6,5,35.69
2026-04-10,Referral,Industry Events,10,10,10,0.0
2026-01-16,Email,Newsletter,868,33,33,6.5
2026-06-15,Meta Ads,Awareness Video,9088,107,100,63.37
2026-03-28,Referral,Customer Referral,10,10,10,0.0
2026-05-27,Organic Search,SEO Product Pages,4906,157,157,0.0
2026-01-31,LinkedIn Ads,Operations Leaders,596,4,4,26.79
2026-06-21,Meta Ads,Retargeting,1705,21,19,20.63
2026-06-10,Google Ads,Competitor Search,346,16,15,51.4
2026-05-12,Email,Newsletter,947,36,36,6.5
2026-02-14,LinkedIn Ads,Decision Makers,719,5,4,37.9
2026-05-28,Direct,Brand Direct,127,127,127,0.0
2026-04-21,LinkedIn Ads,Operations Leaders,786,6,5,45.05
2025-11-26,Meta Ads,Lead Magnet,3230,39,35,26.78
2026-04-22,Organic Search,SEO Product Pages,4969,159,159,0.0
2026-06-25,Referral,Partner Network,28,28,28,18.2
2026-02-02,Email,Lead Nurture,579,22,22,6.5
2026-06-20,Referral,Industry Events,1,1,1,0.0
2026-02-19,Organic Search,SEO Comparison,1562,50,50,0.0
2026-05-20,Organic Search,SEO Comparison,1844,59,59,0.0
2026-05-20,Referral,Industry Events,9,9,9,0.0
2026-01-11,google ads,Restaurant Operations,417,18,16,36.12
2026-03-02,Meta Ads,Lead Magnet,3851,51,45,39.04
2026-05-01,Referral,Partner Network,12,12,12,14.26
2025-11-27,Google Ads,High Intent Search,942,40,36,93.12
2026-02-23,Google Ads,High Intent Search,831,38,33,88.38
2026-04-17,Meta Ads,Retargeting,2023,26,23,23.11
2026-01-20,Meta Ads,Retargeting,2290,25,23,21.27
2025-11-15,Organic Search,SEO Guides,2531,81,81,0.0
2025-12-30,Google Ads,Competitor Search,210,10,9,26.81
2026-03-29,Google Ads,High Intent Search,852,34,31,69.34
2026-06-07,Email,Newsletter,816,31,31,6.5
2026-05-21,LinkedIn Ads,SMB Growth,882,6,6,35.12
2026-01-14,Email,Newsletter,974,37,37,6.5
2025-12-02,Direct,Demo Page Direct,30,30,30,0.0
2026-02-03,Direct,Demo Page Direct,21,21,21,0.0
2026-06-08,LinkedIn Ads,Operations Leaders,773,5,5,35.38
2026-04-03,Organic Search,SEO Product Pages,4219,135,135,0.0
2026-04-19,Referral,Customer Referral,10,10,10,0.0
2026-02-25,Organic Search,SEO Product Pages,3688,118,118,0.0
2026-01-06,Direct,Demo Page Direct,30,30,30,0.0
2026-01-21,Direct,Brand Direct,105,105,105,0.0
2026-03-12,Meta Ads,Retargeting,2434,30,28,25.07
2026-03-23,Google Ads,Competitor Search,286,14,13,45.53
2025-12-31,Referral,Customer Referral,7,7,7,0.0
2026-05-17,Referral,Partner Network,13,13,13,10.15
2026-01-06,Direct,Brand Direct,107,107,107,0.0
2026-02-13,Organic Search,SEO Comparison,1312,42,42,0.0
2026-03-21,Direct,Demo Page Direct,25,25,25,0.0
2025-11-17,Meta Ads,Awareness Video,7401,87,78,57.75
2025-11-21,Direct,Brand Direct,83,83,83,0.0
2025-12-23,Google Ads,Restaurant Operations,251,12,11,26.94
2026-03-16,LinkedIn Ads,Decision Makers,1250,9,8,68.13
2026-06-26,Direct,Returning Visitors,57,57,57,0.0
2026-05-22,Google Ads,Restaurant Operations,516,21,19,46.53
2026-04-20,Email,Newsletter,842,32,32,6.5
2026-03-13,Email,Lead Nurture,500,19,19,6.5
2026-02-27,LinkedIn Ads,Operations Leaders,710,5,5,36.6
2026-04-08,Meta Ads,Lead Magnet,4579,52,45,39.29
2025-12-30,LinkedIn Ads,Decision Makers,831,5,4,33.89
2026-02-02,Meta Ads,Retargeting,2206,25,22,20.99
2026-06-02,Direct,Returning Visitors,55,55,55,0.0
2026-05-17,Direct,Returning Visitors,38,38,38,0.0
2026-03-24,Organic Search,SEO Product Pages,4156,133,133,0.0
2026-04-13,Referral,Industry Events,16,16,16,0.0
2026-01-26,Meta Ads,Retargeting,2340,24,21,21.99
2026-01-16,Email,Lead Nurture,684,26,26,6.5
2026-03-23,Organic Search,SEO Comparison,1312,42,42,0.0
2026-06-10,Organic Search,SEO Guides,3938,126,126,0.0
2026-03-13,Organic Search,SEO Guides,3656,117,117,0.0
2026-04-16,Google Ads,Competitor Search,409,17,15,49.59
2026-04-19,Google Ads,High Intent Search,727,35,31,77.36
2026-04-26,Email,Reactivation,263,10,10,6.5
2026-02-05,Organic Search,SEO Guides,3938,126,126,0.0
2025-11-03,Referral,Customer Referral,7,7,7,0.0
2026-05-12,LinkedIn Ads,Decision Makers,1138,8,7,61.4
2026-01-18,Email,Newsletter,816,31,31,6.5
2026-03-21,Email,Newsletter,763,29,29,6.5
2026-03-30,Organic Search,SEO Comparison,1656,53,53,0.0
2025-11-20,Direct,Brand Direct,103,103,103,0.0
2026-03-10,LinkedIn Ads,SMB Growth,1074,7,6,36.64
2026-03-19,Email,Reactivation,263,10,10,6.5
2026-02-10,Meta Ads,Retargeting,1865,23,20,19.44
2026-04-10,Direct,Brand Direct,117,117,117,0.0
2026-06-18,Direct,Returning Visitors,67,67,67,0.0
2026-06-06,Google Ads,Competitor Search,313,15,13,43.86
2026-06-15,Referral,Customer Referral,11,11,11,0.0
2026-06-25,LinkedIn Ads,Operations Leaders,988,7,6,46.64
2025-11-18,LinkedIn Ads,Decision Makers,910,7,6,52.89
2026-05-20,Email,Newsletter,763,29,29,6.5
2025-12-15,Email,Newsletter,868,33,33,6.5
2026-02-27,Organic Search,SEO Product Pages,4250,136,136,0.0
2025-12-19,Direct,Brand Direct,108,108,108,0.0
2026-05-09,Direct,Brand Direct,100,100,100,0.0
2025-12-31,Direct,Brand Direct,56,56,56,0.0
2026-01-12,Organic Search,SEO Guides,3969,127,127,0.0
2026-01-15,Referral,Customer Referral,10,10,10,0.0
2026-03-22,Organic Search,SEO Guides,3281,105,105,0.0
2026-04-11,Direct,Brand Direct,90,90,90,0.0
2026-03-07,Referral,Industry Events,9,9,9,0.0
2026-02-05,Organic Search,SEO Product Pages,3625,116,116,0.0
2026-06-14,Referral,Partner Network,11,11,11,12.39
2026-06-09,Meta Ads,Retargeting,2389,30,26,26.25
2026-05-25,Referral,Industry Events,11,11,11,0.0
2026-05-27,LinkedIn Ads,Decision Makers,1248,8,7,59.83
2026-03-15,Meta Ads,Retargeting,1619,20,17,18.74
2025-12-19,Referral,Customer Referral,12,12,12,0.0
2025-11-20,Email,Newsletter,684,26,26,6.5
2026-05-19,Meta Ads,Retargeting,2224,27,25,23.29
2026-03-12,Email,Lead Nurture,632,24,24,6.5
2026-06-01,LinkedIn Ads,Decision Makers,1251,9,8,69.29
2026-06-27,Organic Search,SEO Product Pages,3562,114,114,0.0
2026-05-11,Google Ads,Restaurant Operations,432,21,20,46.72
2025-11-15,Meta Ads,Awareness Video,5626,69,63,38.37
2026-03-17,LinkedIn Ads,Decision Makers,2017,13,12,80.04
2026-06-25,Email,Reactivation,763,29,29,6.5
2026-04-22,Meta Ads,Lead Magnet,3796,46,42,35.77
2026-02-08,Google Ads,High Intent Search,674,29,26,70.83
2025-12-17,Meta Ads,Lead Magnet,3129,42,39,32.54
2026-04-07,Email,Newsletter,842,32,32,6.5
2026-03-05,Organic Search,SEO Product Pages,4281,137,137,0.0
2026-03-24,Referral,Partner Network,21,21,21,15.73
2025-11-06,Direct,Returning Visitors,44,44,44,0.0
2026-03-20,Email,Lead Nurture,711,27,27,6.5
2026-03-10,Email,Newsletter,737,28,28,6.5
2026-06-16,Direct,Demo Page Direct,33,33,33,0.0
2026-01-31,Meta Ads,Lead Magnet,2477,31,28,25.35
2026-05-14,Email,Newsletter,1026,39,39,6.5
2025-12-08,Organic Search,SEO Guides,3938,126,126,0.0
2025-11-16,Google Ads,Restaurant Operations,323,16,15,33.88
2026-02-01,LinkedIn Ads,Decision Makers,1062,7,6,49.69
2026-02-04,Meta Ads,Awareness Video,6936,87,77,52.9
2025-12-06,Referral,Customer Referral,8,8,8,0.0
2025-12-11,Email,Newsletter,789,30,30,6.5
2025-12-06,Direct,Brand Direct,74,74,74,0.0
2025-12-10,Organic Search,SEO Guides,3344,107,107,0.0
2025-12-08,Google Ads,Competitor Search,301,13,12,42.49
2026-03-29,Organic Search,SEO Product Pages,2750,88,88,0.0
2026-04-30,Referral,Industry Events,9,9,9,0.0
2025-11-03,Referral,Partner Network,16,16,16,13.36
2025-12-10,Referral,Customer Referral,15,15,15,0.0
2025-12-04,Referral,Partner Network,18,18,18,16.18
2025-11-14,Email,Newsletter,974,37,37,6.5
2026-04-22,linkedin ads,SMB Growth,702,5,5,32.65
2026-04-25,Meta Ads,Awareness Video,6817,76,71,39.88
2025-12-14,Organic Search,SEO Guides,2719,87,87,0.0
2026-04-20,Email,Lead Nurture,553,21,21,6.5
2026-04-01,LinkedIn Ads,Operations Leaders,855,6,5,41.26
2026-01-10,Organic Search,SEO Product Pages,2906,93,93,0.0
2026-03-19,Referral,Partner Network,23,23,23,16.11
2026-04-26,Meta Ads,Lead Magnet,2369,26,23,17.83
2025-12-08,Meta Ads,Awareness Video,5841,78,70,45.03
2026-05-01,Google Ads,High Intent Search,852,42,37,95.9
2026-03-12,Direct,Brand Direct,115,115,115,0.0
2026-06-14,LinkedIn Ads,Operations Leaders,541,4,4,29.82
2025-12-11,Organic Search,SEO Guides,3562,114,114,0.0
2026-02-05,Email,Lead Nurture,816,31,31,6.5
2026-02-17,Organic Search,SEO Guides,3781,121,121,0.0
2026-05-29,Email,Reactivation,395,15,15,6.5
2026-04-26,LinkedIn Ads,Operations Leaders,517,4,4,28.89
2025-12-28,Organic Search,SEO Product Pages,1500,48,48,0.0
2026-02-14,Email,Newsletter,632,24,24,6.5
2026-06-23,Google Ads,High Intent Search,1210,50,46,137.0
2026-02-21,Referral,Customer Referral,10,10,10,0.0
2026-06-10,Email,Lead Nurture,711,27,27,6.5
2026-03-01,Email,Lead Nurture,395,15,15,6.5
2026-05-28,Google Ads,Restaurant Operations,575,21,18,45.59
2026-01-15,Meta Ads,Lead Magnet,3430,40,37,31.59
2026-01-19,Referral,Customer Referral,14,14,14,0.0
2026-04-07,Meta Ads,Awareness Video,8709,106,93,66.24
2026-04-01,Organic Search,SEO Guides,3969,127,127,0.0
2026-06-19,Referral,Customer Referral,15,15,15,0.0
2026-04-21,Meta Ads,Retargeting,2092,25,23,22.48
2025-12-18,Google Ads,Restaurant Operations,448,20,18,45.69
2025-11-26,Referral,Partner Network,22,22,22,14.47
2026-02-19,Referral,Industry Events,9,9,9,1334.79
2026-04-24,Direct,Brand Direct,109,109,109,0.0
2026-05-05,Organic Search,SEO Comparison,1969,63,63,0.0
2026-05-17,LinkedIn Ads,Decision Makers,1198,8,7,56.69
2026-04-18,Referral,Customer Referral,11,11,11,0.0
2026-01-29,LinkedIn Ads,Operations Leaders,982,7,6,46.36
2025-12-09,Direct,Brand Direct,88,88,88,0.0
2026-05-18,Organic Search,SEO Product Pages,4406,141,141,0.0
2026-04-24,LinkedIn Ads,Operations Leaders,1164,8,7,48.76
2026-03-16,Referral,Partner Network,29,29,29,17.25
2026-01-25,LinkedIn Ads,Decision Makers,1049,7,6,42.26
2026-06-02,Email,Reactivation,395,15,15,6.5
2026-06-13,Google Ads,Competitor Search,269,12,11,40.39
2026-05-12,Referral,Industry Events,8,8,8,0.0
2026-06-12,LinkedIn Ads,Operations Leaders,920,7,6,42.2
2026-06-18,Organic Search,SEO Product Pages,4562,146,146,0.0
2026-01-30,Direct,Returning Visitors,56,56,56,0.0
2026-02-26,Email,Lead Nurture,658,25,25,6.5
2026-06-24,Referral,Industry Events,15,15,15,0.0
2026-01-15,LinkedIn Ads,Decision Makers,841,6,5,50.5
2026-05-26,Organic Search,SEO Guides,4312,138,138,0.0
2025-12-14,Google Ads,Competitor Search,204,10,9,33.82
2026-01-18,Organic Search,SEO Product Pages,3094,99,99,0.0
2026-02-24,Google Ads,Competitor Search,322,14,13,43.67
2025-12-22,Organic Search,SEO Product Pages,2094,67,67,0.0
2026-02-24,Referral,Industry Events,6,6,6,0.0
2026-06-21,Direct,Brand Direct,85,85,85,0.0
2026-02-17,Referral,Customer Referral,10,10,10,0.0
2025-12-28,LinkedIn Ads,Decision Makers,498,3,3,25.71
2026-03-11,Referral,Industry Events,5,5,5,0.0
2026-03-20,Referral,Customer Referral,11,11,11,0.0
2026-05-27,Email,Reactivation,526,20,20,6.5
2025-12-03,LinkedIn Ads,Decision Makers,1411,9,8,67.47
2026-06-17,Meta Ads,Lead Magnet,4304,44,40,34.28
2026-05-30,Direct,Returning Visitors,47,47,47,0.0
2026-05-31,Meta Ads,Lead Magnet,2887,38,34,27.42
2026-04-10,Direct,Demo Page Direct,25,25,25,0.0
2026-04-01,Referral,Partner Network,25,25,25,17.37
2025-11-29,Meta Ads,Lead Magnet,2090,26,24,21.92
2026-01-08,Email,Newsletter,737,28,28,6.5
2026-04-06,LinkedIn Ads,Operations Leaders,1049,7,6,45.04
2025-12-31,Organic Search,SEO Guides,1438,46,46,0.0
2026-06-24,Google Ads,High Intent Search,1148,50,47,117.37
2026-05-22,Google Ads,High Intent Search,970,48,44,106.57
2026-04-12,LinkedIn Ads,Operations Leaders,735,5,5,30.67
2026-03-25,LinkedIn Ads,Operations Leaders,809,849,6,36.52
2026-04-23,Google Ads,Restaurant Operations,450,20,17,47.89
2026-01-27,Google Ads,High Intent Search,800,40,35,96.05
2026-06-03,Referral,Partner Network,20,20,20,16.23
2026-06-14,Organic Search,SEO Product Pages,2812,90,90,0.0
2026-06-30,Direct,Returning Visitors,65,65,65,0.0
2026-05-07,LinkedIn Ads,Decision Makers,1192,8,7,57.09
2025-12-24,Organic Search,SEO Product Pages,1781,57,57,0.0
2026-02-19,Referral,Partner Network,17,17,17,14.98
2026-02-12,LinkedIn Ads,Decision Makers,1161,7,6,51.96
2025-11-20,Referral,Customer Referral,19,19,19,0.0
2026-01-16,LinkedIn Ads,SMB Growth,702,5,4,32.37
2026-03-21,Email,Lead Nurture,842,32,32,6.5
2025-11-21,Google Ads,Competitor Search,282,15,14,47.19
2026-03-25,Meta Ads,Awareness Video,8072,105,95,64.52
2026-04-08,Meta Ads,Awareness Video,9232,102,96,60.32
2026-02-16,Referral,Customer Referral,15,15,15,0.0
2026-04-23,Direct,Demo Page Direct,27,27,27,0.0
2026-05-19,Referral,Industry Events,7,7,7,1562.45
2026-05-31,Referral,Industry Events,6,6,6,0.0
2026-04-09,Direct,Returning Visitors,53,53,53,0.0
2026-06-21,Direct,Demo Page Direct,22,22,22,0.0
2026-04-03,Google Ads,Competitor Search,501,18,17,55.55
2026-01-02,Direct,Brand Direct,55,55,55,0.0
2026-01-09,LinkedIn Ads,Decision Makers,1177,8,7,63.92
2026-06-21,Referral,Industry Events,8,8,8,0.0
2026-03-04,LinkedIn Ads,Decision Makers,1023,8,7,67.53
2026-01-19,Direct,Returning Visitors,49,49,49,0.0
2026-04-06,Meta Ads,Retargeting,1817,22,20,19.48
2026-02-12,Email,Lead Nurture,737,28,28,6.5
2026-06-24,Meta Ads,Lead Magnet,4107,51,44,36.17
2025-11-17,Direct,Returning Visitors,47,47,47,0.0
2026-01-26,Referral,Customer Referral,10,10,10,0.0
2026-03-30,Email,Newsletter,763,29,29,6.5
2026-06-05,Email,Lead Nurture,447,17,17,6.5
2026-05-13,Google Ads,High Intent Search,988,44,40,102.71
2026-04-30,Direct,Returning Visitors,55,55,55,0.0
2026-03-16,Google Ads,High Intent Search,920,40,36,96.27
2026-02-16,Google Ads,Restaurant Operations,457,18,17,38.97
2026-02-06,Meta Ads,Lead Magnet,3807,46,41,37.16
2026-01-19,Direct,Demo Page Direct,24,24,24,0.0
2025-11-15,Organic Search,SEO Product Pages,2594,83,83,0.0
2026-04-26,Google Ads,Competitor Search,362,15,13,44.28
2025-12-10,Direct,Brand Direct,97,97,97,0.0
2026-06-14,Meta Ads,Awareness Video,6980,77,71,48.85
2025-12-05,Organic Search,SEO Product Pages,4000,128,128,0.0
2026-03-29,Email,Reactivation,421,16,16,6.5
2026-05-02,LinkedIn Ads,Decision Makers,1014,7,6,50.79
2026-01-07,Referral,Customer Referral,10,10,10,0.0
2026-05-13,Meta Ads,Retargeting,1970,22,20,20.68
2026-01-14,Meta Ads,Lead Magnet,4547,52,46,36.64
